5	5	5667	332495
5	5	8085	230684
5	5	8123	350991
5	5	7450	1305831
5	5	4118	686624
5	15	2891	515787
5	15	2814	662696
5	15	465	521436
5	15	885	563598
5	15	2800	455876
5	25	1730	814758
5	25	1650	373397
5	25	675	656792
5	25	1716	631342
5	25	1254	1704748
5	35	1285	667432
5	35	1295	619978
5	35	1290	722413
5	35	790	801797
5	35	1295	708436
5	45	1025	1808205
5	45	930	737931
5	45	840	732897
5	45	1030	444360
5	45	1025	703899
5	55	845	878936
5	55	590	793396
5	55	825	667678
5	55	845	803984
5	55	845	806641
5	65	730	662654
5	65	550	808216
5	65	730	711869
5	65	730	702899
5	65	730	592708
5	75	635	802740
5	75	640	762707
5	75	635	875217
5	75	440	747609
5	75	610	791145
5	85	545	623441
5	85	545	1862692
5	85	545	642475
5	85	545	960441
5	85	545	956770
5	95	395	817371
5	95	495	822675
5	95	490	819476
5	95	490	773473
5	95	490	898298
10	5	10785	527773
10	5	7304	402257
10	5	13480	936208
10	5	10	0
10	5	10	0
10	15	10	0
10	15	10	0
10	15	1280	527362
10	15	4740	1109146
10	15	5678	837830
10	25	2179	1167392
10	25	3463	1058884
10	25	2400	1042257
10	25	10	0
10	25	2960	636647
10	35	2590	1141167
10	35	1890	959797
10	35	1740	1040864
10	35	2580	619991
10	35	1300	891275
10	45	2042	979952
10	45	1603	761420
10	45	2055	439344
10	45	1950	1251500
10	45	1020	1091212
10	55	1690	452734
10	55	1180	964172
10	55	1681	418562
10	55	1690	1087780
10	55	1240	1289461
10	65	1430	1132312
10	65	1400	844066
10	65	1050	1118486
10	65	1170	1129127
10	65	1400	1108327
10	75	950	927677
10	75	1220	1099447
10	75	1210	1058341
10	75	1210	1047412
10	75	1130	1336762
10	85	782	840613
10	85	1090	599141
10	85	1090	1088292
10	85	850	1176334
10	85	1090	1012172
10	95	980	1109275
10	95	990	1210494
10	95	990	1345711
10	95	990	1185045
10	95	1005	816006
15	5	8888	327022
15	5	25746	246956
15	5	26096	57989
15	5	25163	491416
15	5	26086	48738
15	15	8452	388037
15	15	8370	294755
15	15	8307	425548
15	15	8254	363105
15	15	8263	357464
15	25	5331	370147
15	25	5396	594395
15	25	4330	558923
15	25	5023	878474
15	25	3016	1228767
15	35	3870	1239104
15	35	3889	809786
15	35	1530	1194692
15	35	15	0
15	35	15	0
15	45	1410	1669445
